id,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years w/ Bachelor's degree or higher,Population 25 years and over,Population 25 years and over w/ Bachelor's degree or higher,Degree_percent
0500000US30103,"Treasure County, Montana",54,3,570,134,0.219551282
0500000US30105,"Valley County, Montana",571,163,5314,1108,0.215972812
0500000US30107,"Wheatland County, Montana",198,11,1429,283,0.180700676
0500000US30109,"Wibaux County, Montana",32,6,807,168,0.20738975
0500000US30111,"Yellowstone County, Montana",12953,984,107642,33325,0.284497699
0500000US31001,"Adams County, Nebraska",3636,212,20414,5081,0.22008316
0500000US31003,"Antelope County, Nebraska",447,21,4418,844,0.177800617
0500000US31005,"Arthur County, Nebraska",27,3,280,78,0.263843648
0500000US31007,"Banner County, Nebraska",29,1,513,106,0.197416974
0500000US31009,"Blaine County, Nebraska",23,0,352,80,0.213333333
0500000US31011,"Boone County, Nebraska",397,24,3675,756,0.191552063
0500000US31013,"Box Butte County, Nebraska",757,5,7508,1363,0.165517241
0500000US31015,"Boyd County, Nebraska",79,10,1508,275,0.179584121
0500000US31017,"Brown County, Nebraska",137,23,2252,445,0.195897865
0500000US31019,"Buffalo County, Nebraska",7546,676,30035,10437,0.295707938
0500000US31021,"Burt County, Nebraska",422,36,4645,841,0.173080718
0500000US31023,"Butler County, Nebraska",594,33,5572,1108,0.185047032
0500000US31025,"Cass County, Nebraska",1822,141,17604,4824,0.255585298
0500000US31027,"Cedar County, Nebraska",626,78,5745,1115,0.187254748
0500000US31029,"Chase County, Nebraska",232,45,2694,560,0.206766917
0500000US31031,"Cherry County, Nebraska",374,20,4165,883,0.198942498
0500000US31033,"Cheyenne County, Nebraska",684,93,6807,1783,0.250433854
0500000US31035,"Clay County, Nebraska",465,48,4245,779,0.175583864
0500000US31037,"Colfax County, Nebraska",927,158,6620,963,0.148535842
0500000US31039,"Cuming County, Nebraska",667,27,6108,1419,0.213431734
0500000US31041,"Custer County, Nebraska",771,62,7517,1570,0.196911197
0500000US31043,"Dakota County, Nebraska",2020,123,12418,1555,0.116221083
0500000US31045,"Dawes County, Nebraska",1909,199,5377,1987,0.30002745
0500000US31047,"Dawson County, Nebraska",1942,70,15318,2397,0.142931634
0500000US31049,"Deuel County, Nebraska",124,0,1384,219,0.145225464
0500000US31051,"Dixon County, Nebraska",407,29,3890,798,0.192459856
0500000US31053,"Dodge County, Nebraska",3328,337,24597,4563,0.175470009
0500000US31055,"Douglas County, Nebraska",51121,7357,360827,140449,0.358797712
0500000US31057,"Dundy County, Nebraska",145,44,1333,259,0.205006766
0500000US31059,"Fillmore County, Nebraska",361,48,4094,815,0.193714927
0500000US31061,"Franklin County, Nebraska",195,13,2241,372,0.158045977
0500000US31063,"Frontier County, Nebraska",312,23,1779,356,0.181252989
0500000US31065,"Furnas County, Nebraska",333,38,3390,642,0.182648402
0500000US31067,"Gage County, Nebraska",1499,145,15300,3096,0.19292815
0500000US31069,"Garden County, Nebraska",57,0,1428,356,0.23973064
0500000US31071,"Garfield County, Nebraska",133,25,1437,319,0.21910828
0500000US31073,"Gosper County, Nebraska",111,17,1516,400,0.256299939
0500000US31075,"Grant County, Nebraska",65,1,493,124,0.224014337
0500000US31077,"Greeley County, Nebraska",158,32,1680,292,0.176278564
0500000US31079,"Hall County, Nebraska",5264,452,39350,8235,0.194714664
0500000US31081,"Hamilton County, Nebraska",720,77,6244,1624,0.244256175
0500000US31083,"Harlan County, Nebraska",220,76,2443,522,0.224558768
0500000US31085,"Hayes County, Nebraska",43,0,695,126,0.170731707
0500000US31087,"Hitchcock County, Nebraska",163,1,2038,380,0.173103135
0500000US31089,"Holt County, Nebraska",685,46,7079,1504,0.199639361
0500000US31091,"Hooker County, Nebraska",69,23,511,122,0.25
0500000US31093,"Howard County, Nebraska",411,41,4452,914,0.196380835
0500000US31095,"Jefferson County, Nebraska",443,49,5150,789,0.149830145
0500000US31097,"Johnson County, Nebraska",459,8,3763,602,0.144481288
0500000US31099,"Kearney County, Nebraska",476,31,4453,1010,0.211199026
0500000US31101,"Keith County, Nebraska",483,32,6005,1241,0.196208385
0500000US31103,"Keya Paha County, Nebraska",63,24,551,126,0.244299674
0500000US31105,"Kimball County, Nebraska",214,8,2626,478,0.171126761
0500000US31107,"Knox County, Nebraska",552,42,5874,1273,0.204637411
0500000US31109,"Lancaster County, Nebraska",47130,7447,191704,74339,0.342438681
0500000US31111,"Lincoln County, Nebraska",2643,99,24247,5364,0.203161026
0500000US31113,"Logan County, Nebraska",42,0,585,115,0.183413078
0500000US31115,"Loup County, Nebraska",36,5,461,107,0.225352113
0500000US31117,"McPherson County, Nebraska",12,0,338,84,0.24
0500000US31119,"Madison County, Nebraska",3412,323,22935,5147,0.20761377
0500000US31121,"Merrick County, Nebraska",579,14,5496,954,0.159341564
0500000US31123,"Morrill County, Nebraska",307,8,3367,611,0.168481219
0500000US31125,"Nance County, Nebraska",238,16,2504,496,0.186725018
0500000US31127,"Nemaha County, Nebraska",935,36,4601,1292,0.239884393
0500000US31129,"Nuckolls County, Nebraska",298,18,3108,595,0.179976512
0500000US31131,"Otoe County, Nebraska",1188,120,10881,2368,0.206147982
0500000US31133,"Pawnee County, Nebraska",168,13,1953,342,0.16737388
0500000US31135,"Perkins County, Nebraska",128,4,2063,533,0.245093565
0500000US31137,"Phelps County, Nebraska",711,80,6242,1617,0.244067309
0500000US31139,"Pierce County, Nebraska",517,21,4861,1082,0.205094831
0500000US31141,"Platte County, Nebraska",2761,351,21718,4822,0.211323992
0500000US31143,"Polk County, Nebraska",380,39,3659,771,0.200544689
0500000US31145,"Red Willow County, Nebraska",969,99,7364,1387,0.178327133
0500000US31147,"Richardson County, Nebraska",511,19,5809,1060,0.170727848
0500000US31149,"Rock County, Nebraska",138,10,986,206,0.192170819
0500000US31151,"Saline County, Nebraska",1858,107,8787,1255,0.127947393
0500000US31153,"Sarpy County, Nebraska",15157,1540,113634,45557,0.36568549
0500000US31155,"Saunders County, Nebraska",1506,193,14278,3620,0.241573746
0500000US31157,"Scotts Bluff County, Nebraska",3022,137,24207,5412,0.203790077
0500000US31159,"Seward County, Nebraska",2264,153,10843,3165,0.253147173
0500000US31161,"Sheridan County, Nebraska",354,20,3695,873,0.220548284
0500000US31163,"Sherman County, Nebraska",188,50,2231,405,0.188094254
0500000US31165,"Sioux County, Nebraska",106,18,897,239,0.256231306
0500000US31167,"Stanton County, Nebraska",404,23,4067,676,0.156340863
0500000US31169,"Thayer County, Nebraska",329,51,3637,721,0.194654564
0500000US31171,"Thomas County, Nebraska",48,12,467,112,0.240776699
0500000US31173,"Thurston County, Nebraska",717,39,3868,646,0.149400218
0500000US31175,"Valley County, Nebraska",286,10,2985,681,0.211250382
0500000US31177,"Washington County, Nebraska",1500,163,13792,4175,0.28367774
0500000US31179,"Wayne County, Nebraska",2191,73,5340,1841,0.254149515
0500000US31181,"Webster County, Nebraska",268,16,2486,562,0.209876543
0500000US31183,"Wheeler County, Nebraska",30,3,642,111,0.169642857
0500000US31185,"York County, Nebraska",1301,167,9312,2618,0.262414021
0500000US32001,"Churchill County, Nevada",2065,123,16466,2880,0.162052776
0500000US32003,"Clark County, Nevada",182247,9631,1454973,347159,0.217924286
0500000US32005,"Douglas County, Nevada",2957,195,36536,10552,0.272124174
0500000US32007,"Elko County, Nevada",4661,122,33202,6055,0.163140797
0500000US32009,"Esmeralda County, Nevada",16,0,769,127,0.161783439
0500000US32011,"Eureka County, Nevada",70,0,1324,155,0.111190818
0500000US32013,"Humboldt County, Nevada",1261,13,10999,1789,0.146982055
0500000US32015,"Lander County, Nevada",375,11,3693,427,0.107669617
0500000US32017,"Lincoln County, Nevada",570,10,3747,665,0.156358582
0500000US32019,"Lyon County, Nevada",3443,2,38127,5329,0.12824152
0500000US32021,"Mineral County, Nevada",330,0,3349,482,0.131013862
0500000US32023,"Nye County, Nevada",2428,31,33820,3890,0.108171485
0500000US32027,"Pershing County, Nevada",356,0,5159,762,0.138168631
0500000US32029,"Storey County, Nevada",202,6,3142,902,0.2715311
0500000US32031,"Washoe County, Nevada",40948,3188,310186,94467,0.278113199
0500000US32033,"White Pine County, Nevada",666,0,7066,1053,0.136187274
0500000US32510,"Carson City, Nevada",4328,150,38892,8654,0.20370199
0500000US33001,"Belknap County, New Hampshire",4347,680,44796,14527,0.309443868
0500000US33003,"Carroll County, New Hampshire",3046,224,37013,12435,0.316008887
0500000US33005,"Cheshire County, New Hampshire",9408,732,53033,17288,0.288592431
0500000US33007,"Coos County, New Hampshire",2262,189,24442,4415,0.172408628
0500000US33009,"Grafton County, New Hampshire",11982,1189,62875,25442,0.355758313
0500000US33011,"Hillsborough County, New Hampshire",36472,5969,288293,107563,0.349582005
0500000US33013,"Merrimack County, New Hampshire",14251,1541,105915,37668,0.326290298
0500000US33015,"Rockingham County, New Hampshire",23504,4161,220700,89911,0.385218915
0500000US33017,"Strafford County, New Hampshire",20649,2231,83241,29644,0.3068149
0500000US33019,"Sullivan County, New Hampshire",3023,325,31807,8532,0.254292277
0500000US34001,"Atlantic County, New Jersey",24978,2402,185383,50736,0.252603857
0500000US34003,"Bergen County, New Jersey",75765,16393,654826,316107,0.455110999
0500000US34005,"Burlington County, New Jersey",38470,5397,312942,117276,0.349085973
0500000US34007,"Camden County, New Jersey",43271,6770,347459,110463,0.30003583
0500000US34009,"Cape May County, New Jersey",7216,840,69876,21980,0.296009962
0500000US34011,"Cumberland County, New Jersey",12986,740,103911,15244,0.136735759
0500000US34013,"Essex County, New Jersey",72493,9272,532091,185092,0.321483863
0500000US34015,"Gloucester County, New Jersey",26098,3519,199632,63633,0.29748815
0500000US34017,"Hudson County, New Jersey",55703,11322,475270,194212,0.387089362
0500000US34019,"Hunterdon County, New Jersey",11380,2059,88432,45980,0.481294834
0500000US34021,"Mercer County, New Jersey",41897,6210,247693,103968,0.380462033
0500000US34023,"Middlesex County, New Jersey",78378,10892,567183,242021,0.391772427
0500000US34025,"Monmouth County, New Jersey",53003,10018,435048,195373,0.420839216
0500000US34027,"Morris County, New Jersey",42023,10154,345141,184984,0.504018969
0500000US34029,"Ocean County, New Jersey",44243,5905,407165,118698,0.276031882
0500000US34031,"Passaic County, New Jersey",49947,5835,333073,93486,0.259310219
0500000US34033,"Salem County, New Jersey",5277,623,44254,9271,0.19975369
0500000US34035,"Somerset County, New Jersey",26882,6220,228710,124687,0.512171742
0500000US34037,"Sussex County, New Jersey",12150,2047,100910,35257,0.3299487
0500000US34039,"Union County, New Jersey",47555,6737,375148,131578,0.327215563
0500000US34041,"Warren County, New Jersey",9186,1350,75395,24010,0.299830931
0500000US35001,"Bernalillo County, New Mexico",63033,5211,463080,157155,0.308614309
0500000US35003,"Catron County, New Mexico",114,0,2957,656,0.213611202
0500000US35005,"Chaves County, New Mexico",6491,398,41387,7350,0.161827979
0500000US35006,"Cibola County, New Mexico",2404,24,18136,2433,0.119620253
0500000US35007,"Colfax County, New Mexico",926,14,9116,1870,0.187612029
0500000US35009,"Curry County, New Mexico",6164,197,30624,6049,0.169783625
0500000US35011,"De Baca County, New Mexico",187,26,1325,130,0.103174603
0500000US35013,"Do�a Ana County, New Mexico",31757,2017,129625,35624,0.233241625
0500000US35015,"Eddy County, New Mexico",5222,238,37018,5904,0.145407197
0500000US35017,"Grant County, New Mexico",2181,123,20006,5461,0.251678911
0500000US35019,"Guadalupe County, New Mexico",247,0,3361,391,0.108370288
0500000US35021,"Harding County, New Mexico",6,0,383,93,0.23907455
0500000US35023,"Hidalgo County, New Mexico",299,6,3071,435,0.130860534
0500000US35025,"Lea County, New Mexico",7014,141,41947,5470,0.114601417
0500000US35027,"Lincoln County, New Mexico",1233,42,14636,4290,0.272985065
0500000US35028,"Los Alamos County, New Mexico",1137,116,13051,8676,0.619678602
0500000US35029,"Luna County, New Mexico",2346,68,15533,1895,0.109793613
0500000US35031,"McKinley County, New Mexico",7563,131,43920,5088,0.101373269
0500000US35033,"Mora County, New Mexico",432,0,3279,366,0.098625707
0500000US35035,"Otero County, New Mexico",7203,593,43102,8179,0.174376305
0500000US35037,"Quay County, New Mexico",581,28,5934,940,0.1485802
0500000US35039,"Rio Arriba County, New Mexico",3342,117,26647,4923,0.168061623
0500000US35041,"Roosevelt County, New Mexico",3492,239,10897,2735,0.206685663
0500000US35043,"Sandoval County, New Mexico",11147,406,95959,28771,0.272412377
0500000US35045,"San Juan County, New Mexico",11242,333,81510,12385,0.137118337
0500000US35047,"San Miguel County, New Mexico",2912,257,19471,4418,0.20886387
0500000US35049,"Santa Fe County, New Mexico",11147,691,109763,44908,0.377131751
0500000US35051,"Sierra County, New Mexico",684,98,8655,1771,0.200128493
0500000US35053,"Socorro County, New Mexico",2130,67,10947,2323,0.182763631
0500000US35055,"Taos County, New Mexico",2883,53,23952,6714,0.252170673
0500000US35057,"Torrance County, New Mexico",1433,62,10869,1694,0.142741018
0500000US35059,"Union County, New Mexico",311,20,3074,389,0.120827179
0500000US35061,"Valencia County, New Mexico",6727,125,51045,8710,0.152928754
0500000US36001,"Albany County, New York",45521,9281,204509,84423,0.374771027
0500000US36003,"Allegany County, New York",7284,324,30155,6102,0.1716392
0500000US36005,"Bronx County, New York",152655,12269,924137,183134,0.18146773
0500000US36007,"Broome County, New York",27491,3894,128950,36474,0.258039772
0500000US36009,"Cattaraugus County, New York",7216,343,53030,10136,0.173936859
0500000US36011,"Cayuga County, New York",6715,425,55526,12393,0.205941421
0500000US36013,"Chautauqua County, New York",13050,941,89858,19522,0.198847514
0500000US36015,"Chemung County, New York",7159,421,59921,14297,0.21940966
0500000US36017,"Chenango County, New York",3749,329,34458,6315,0.173894836
0500000US36019,"Clinton County, New York",11305,1107,54954,12588,0.206688903
0500000US36021,"Columbia County, New York",4348,602,45606,14260,0.297513713
0500000US36023,"Cortland County, New York",8525,592,30162,8106,0.224830046
0500000US36025,"Delaware County, New York",4760,265,32888,7218,0.198762218
0500000US36027,"Dutchess County, New York",32378,3427,204465,71955,0.318278353
0500000US36029,"Erie County, New York",87610,13566,643713,216636,0.31477473
0500000US36031,"Essex County, New York",2695,260,28731,7920,0.260294024
0500000US36033,"Franklin County, New York",5092,312,35688,6934,0.17768514
0500000US36035,"Fulton County, New York",4166,282,38600,6853,0.166838142
0500000US36037,"Genesee County, New York",4913,513,41265,8891,0.203646758
0500000US36039,"Greene County, New York",4133,193,35427,7823,0.202628918
0500000US36041,"Hamilton County, New York",406,15,3536,681,0.176560122
0500000US36043,"Herkimer County, New York",5600,377,43844,9188,0.193451177
0500000US36045,"Jefferson County, New York",14302,979,72369,16115,0.1972286
0500000US36047,"Kings County, New York",223707,41663,1777281,648461,0.344891624
0500000US36049,"Lewis County, New York",2154,127,18373,2996,0.152141082
0500000US36051,"Livingston County, New York",9624,606,42687,10833,0.218672937
0500000US36053,"Madison County, New York",9531,671,47906,12911,0.236467782
0500000US36055,"Monroe County, New York",76369,10718,510506,192281,0.34589819
0500000US36057,"Montgomery County, New York",3928,247,34213,5976,0.163157757
0500000US36059,"Nassau County, New York",120849,27012,940610,425087,0.425922245
0500000US36061,"New York County, New York",149638,50207,1247071,758325,0.578883647
0500000US36063,"Niagara County, New York",18251,2305,150607,35799,0.225657061
0500000US36065,"Oneida County, New York",22421,2448,159279,39315,0.2298459
0500000US36067,"Onondaga County, New York",48534,6556,315658,111919,0.325309178
0500000US36069,"Ontario County, New York",10173,1382,76734,26474,0.32052654
0500000US36071,"Orange County, New York",40210,4272,240918,71791,0.270563587
0500000US36073,"Orleans County, New York",3378,138,29632,4707,0.146773705
0500000US36075,"Oswego County, New York",13526,731,80149,14894,0.166800107
0500000US36077,"Otsego County, New York",10459,706,39907,12325,0.258726125
0500000US36079,"Putnam County, New York",8461,1771,70298,28027,0.378344062
0500000US36081,"Queens County, New York",186799,29870,1646256,518999,0.29942855
0500000US36083,"Rensselaer County, New York",16626,2382,111082,33483,0.28083597
0500000US36085,"Richmond County, New York",40845,7327,328753,108326,0.312915654
0500000US36087,"Rockland County, New York",30112,4872,203509,82632,0.37455537
0500000US36089,"St. Lawrence County, New York",15284,811,71856,16975,0.204108331
0500000US36091,"Saratoga County, New York",18915,2954,161493,66902,0.38721121
0500000US36093,"Schenectady County, New York",14448,1700,106960,33580,0.290590406
0500000US36095,"Schoharie County, New York",3499,311,22210,4951,0.204675406
0500000US36097,"Schuyler County, New York",1277,76,13200,2937,0.20812323
0500000US36099,"Seneca County, New York",2894,295,24803,5181,0.197710943
0500000US36101,"Steuben County, New York",7650,538,68069,15729,0.214833793
0500000US36103,"Suffolk County, New York",136173,22852,1028820,366348,0.334079261
0500000US36105,"Sullivan County, New York",6078,333,53101,12314,0.213707565
0500000US36107,"Tioga County, New York",3811,389,34739,8849,0.239636835
0500000US36109,"Tompkins County, New York",27818,4868,59782,31512,0.415296804
0500000US36111,"Ulster County, New York",16951,1871,129932,41847,0.297638256
0500000US36113,"Warren County, New York",4734,519,47790,14339,0.282880207
0500000US36115,"Washington County, New York",5079,406,44839,9151,0.191453985
0500000US36117,"Wayne County, New York",7323,696,63828,14229,0.209765147
0500000US36119,"Westchester County, New York",85757,16640,665958,320897,0.449022568
0500000US36121,"Wyoming County, New York",3357,276,29144,4821,0.156825944
0500000US36123,"Yates County, New York",2762,218,16597,4051,0.220517589
0500000US37001,"Alamance County, North Carolina",16342,1067,108031,25881,0.216670821
0500000US37003,"Alexander County, North Carolina",2775,147,26726,3930,0.138198705
0500000US37005,"Alleghany County, North Carolina",787,42,8243,1374,0.156810631
0500000US37007,"Anson County, North Carolina",2278,218,18092,1730,0.09563083
0500000US37009,"Ashe County, North Carolina",1661,129,20232,3848,0.181656237
0500000US37011,"Avery County, North Carolina",1670,79,13124,2701,0.187914019
0500000US37013,"Beaufort County, North Carolina",3772,233,33712,6533,0.180503682
0500000US37015,"Bertie County, North Carolina",1601,76,14535,1945,0.125247893
0500000US37017,"Bladen County, North Carolina",2504,42,24149,3636,0.137995723
0500000US37019,"Brunswick County, North Carolina",7131,541,99108,28368,0.272112878
0500000US37021,"Buncombe County, North Carolina",20049,2117,186112,72933,0.364035875
0500000US37023,"Burke County, North Carolina",8036,483,64274,10663,0.154141889
0500000US37025,"Cabarrus County, North Carolina",16007,1273,133055,41472,0.286759872
0500000US37027,"Caldwell County, North Carolina",6153,244,58756,8965,0.141875549
0500000US37029,"Camden County, North Carolina",697,54,7259,1302,0.170437406
0500000US37031,"Carteret County, North Carolina",4551,273,51955,14752,0.265900966
0500000US37033,"Caswell County, North Carolina",1763,142,16672,2581,0.147708164
0500000US37035,"Catawba County, North Carolina",13204,1262,108168,23742,0.206011271
0500000US37037,"Chatham County, North Carolina",4380,381,51061,21089,0.387258527
0500000US37039,"Cherokee County, North Carolina",1666,85,21231,4086,0.182163602
0500000US37041,"Chowan County, North Carolina",699,34,10505,2075,0.188236344
0500000US37043,"Clay County, North Carolina",626,0,8298,1890,0.211788436
0500000US37045,"Cleveland County, North Carolina",9249,602,66458,11566,0.1607249
0500000US37047,"Columbus County, North Carolina",4738,165,39376,5144,0.120347282
0500000US37049,"Craven County, North Carolina",12858,608,67456,17352,0.223622283
0500000US37051,"Cumberland County, North Carolina",44765,2483,204821,51252,0.215296531
0500000US37053,"Currituck County, North Carolina",1776,94,18278,4220,0.215119178
0500000US37055,"Dare County, North Carolina",2182,283,26650,8785,0.314511654
0500000US37057,"Davidson County, North Carolina",12611,685,115223,21270,0.171746171
0500000US37059,"Davie County, North Carolina",3045,177,29908,6863,0.213637605
0500000US37061,"Duplin County, North Carolina",4738,151,39936,4436,0.102677172
0500000US37063,"Durham County, North Carolina",31363,6296,209457,99488,0.439265842
0500000US37065,"Edgecombe County, North Carolina",4550,132,36580,4629,0.115754923
0500000US37067,"Forsyth County, North Carolina",36306,4261,248472,84008,0.30995723
0500000US37069,"Franklin County, North Carolina",5514,331,44814,9526,0.19585519
0500000US37071,"Gaston County, North Carolina",17908,1169,149208,30712,0.19077168
0500000US37073,"Gates County, North Carolina",820,42,8345,1204,0.135951991
0500000US37075,"Graham County, North Carolina",760,21,6042,815,0.122905028
0500000US37077,"Granville County, North Carolina",5224,327,41378,9243,0.205355993
0500000US37079,"Greene County, North Carolina",1678,31,14942,1571,0.096389892
0500000US37081,"Guilford County, North Carolina",57094,5546,348658,122918,0.316607189
0500000US37083,"Halifax County, North Carolina",4171,190,36391,5253,0.134189636
0500000US37085,"Harnett County, North Carolina",11845,837,83751,17367,0.190426378
0500000US37087,"Haywood County, North Carolina",4189,352,45175,11287,0.23577911
0500000US37089,"Henderson County, North Carolina",7424,576,84199,26740,0.298134748
0500000US37091,"Hertford County, North Carolina",2790,104,16731,2451,0.130884688
0500000US37093,"Hoke County, North Carolina",4289,227,34100,6272,0.169293287
0500000US37095,"Hyde County, North Carolina",372,0,3856,363,0.085856197
0500000US37097,"Iredell County, North Carolina",14054,1056,118031,32473,0.253844116
0500000US37099,"Jackson County, North Carolina",8114,809,26979,8226,0.257458752
0500000US37101,"Johnston County, North Carolina",15011,860,126455,27592,0.201122531
0500000US37103,"Jones County, North Carolina",581,30,7271,950,0.124808966
0500000US37105,"Lee County, North Carolina",5010,344,40245,8421,0.193680256
0500000US37107,"Lenoir County, North Carolina",4495,133,39815,5785,0.133559016
0500000US37109,"Lincoln County, North Carolina",5982,477,57897,12375,0.20119288
0500000US37111,"McDowell County, North Carolina",3242,130,32591,5498,0.157061926
0500000US37113,"Macon County, North Carolina",2150,178,25872,6252,0.229462565
0500000US37115,"Madison County, North Carolina",2267,203,15256,4213,0.252011642
0500000US37117,"Martin County, North Carolina",1711,70,16568,2788,0.156354286
0500000US37119,"Mecklenburg County, North Carolina",95850,16653,704399,315345,0.414868372
0500000US37121,"Mitchell County, North Carolina",1136,70,11136,2091,0.176091917
0500000US37123,"Montgomery County, North Carolina",2120,60,18993,2795,0.135224743
0500000US37125,"Moore County, North Carolina",6131,535,69136,25502,0.345928495
0500000US37127,"Nash County, North Carolina",8331,712,64653,13505,0.19479612
0500000US37129,"New Hanover County, North Carolina",29171,3919,152667,59967,0.351334705
0500000US37131,"Northampton County, North Carolina",1530,29,15029,1925,0.118002295
0500000US37133,"Onslow County, North Carolina",43377,1587,103180,22050,0.161281959
0500000US37135,"Orange County, North Carolina",25469,3834,88943,51193,0.480954795
0500000US37137,"Pamlico County, North Carolina",827,20,9944,1928,0.180856002
0500000US37139,"Pasquotank County, North Carolina",3890,188,26814,5498,0.185187598
0500000US37141,"Pender County, North Carolina",4197,233,41598,11001,0.245310623
0500000US37143,"Perquimans County, North Carolina",766,47,10114,2060,0.193658088
0500000US37145,"Person County, North Carolina",3016,164,27924,4272,0.143374273
0500000US37147,"Pitt County, North Carolina",31998,3436,106889,34023,0.269708468
0500000US37149,"Polk County, North Carolina",1227,97,15803,5014,0.30011744
0500000US37151,"Randolph County, North Carolina",11331,424,98630,15559,0.145351534
0500000US37153,"Richmond County, North Carolina",4161,92,30570,4264,0.125421094
0500000US37155,"Robeson County, North Carolina",13881,439,85658,11320,0.118134601
0500000US37157,"Rockingham County, North Carolina",6985,254,65464,9789,0.138621651
0500000US37159,"Rowan County, North Carolina",12285,494,95856,17953,0.17058285
0500000US37161,"Rutherford County, North Carolina",5131,434,47424,8193,0.164151841
0500000US37163,"Sampson County, North Carolina",5384,203,42517,5427,0.117534081
0500000US37165,"Scotland County, North Carolina",3478,117,23674,3675,0.13965822
0500000US37167,"Stanly County, North Carolina",5182,262,42655,6741,0.146392959
0500000US37169,"Stokes County, North Carolina",3383,182,33602,4471,0.12580776
0500000US37171,"Surry County, North Carolina",5819,442,50677,8498,0.158241291
0500000US37173,"Swain County, North Carolina",1201,63,9857,1573,0.147947188
0500000US37175,"Transylvania County, North Carolina",2775,149,25365,7987,0.2891258
0500000US37177,"Tyrrell County, North Carolina",285,26,3304,320,0.096405684
0500000US37179,"Union County, North Carolina",19918,1743,144036,50162,0.3165827
0500000US37181,"Vance County, North Carolina",3946,197,29935,3867,0.119949234
0500000US37183,"Wake County, North Carolina",95822,18025,694882,360231,0.478378761
0500000US37185,"Warren County, North Carolina",1925,89,14417,2239,0.142455024
0500000US37187,"Washington County, North Carolina",1291,33,8386,946,0.101167717
0500000US37189,"Watauga County, North Carolina",16067,1344,30984,12889,0.302501541
0500000US37191,"Wayne County, North Carolina",12288,583,82105,16051,0.176220694
0500000US37193,"Wilkes County, North Carolina",5138,266,49067,7626,0.145595425
0500000US37195,"Wilson County, North Carolina",7071,569,55252,10821,0.182757569
0500000US37197,"Yadkin County, North Carolina",2971,191,26633,3012,0.108194839
0500000US37199,"Yancey County, North Carolina",1252,79,13119,2619,0.187739197
0500000US38001,"Adams County, North Dakota",160,4,1689,483,0.263385614
0500000US38003,"Barnes County, North Dakota",1125,62,7626,2078,0.244543481
0500000US38005,"Benson County, North Dakota",591,22,3915,611,0.140479361
0500000US38007,"Billings County, North Dakota",42,2,685,180,0.250343879
0500000US38009,"Bottineau County, North Dakota",606,85,4617,1096,0.226115259
0500000US38011,"Bowman County, North Dakota",257,5,2153,523,0.219087137
0500000US38013,"Burke County, North Dakota",118,0,1426,318,0.205958549
0500000US38015,"Burleigh County, North Dakota",8844,1025,63250,22191,0.322024024
0500000US38017,"Cass County, North Dakota",25896,4566,109453,43120,0.35231882
0500000US38019,"Cavalier County, North Dakota",258,79,2756,584,0.219973457
0500000US38021,"Dickey County, North Dakota",439,42,3387,905,0.247516989
0500000US38023,"Divide County, North Dakota",142,11,1830,337,0.176470588
0500000US38025,"Dunn County, North Dakota",327,34,3001,630,0.199519231
0500000US38027,"Eddy County, North Dakota",160,10,1643,399,0.226844149
0500000US38029,"Emmons County, North Dakota",192,22,2511,414,0.161302257
0500000US38031,"Foster County, North Dakota",235,61,2333,563,0.242990654
0500000US38033,"Golden Valley County, North Dakota",158,35,1295,364,0.274604267
0500000US38035,"Grand Forks County, North Dakota",14683,1622,41166,14220,0.28365772
0500000US38037,"Grant County, North Dakota",120,16,1779,310,0.1716693
0500000US38039,"Griggs County, North Dakota",143,0,1685,437,0.239059081
0500000US38041,"Hettinger County, North Dakota",141,4,1892,272,0.135759961
0500000US38043,"Kidder County, North Dakota",214,7,1735,310,0.162647512
0500000US38045,"LaMoure County, North Dakota",298,52,2948,707,0.233826248
0500000US38047,"Logan County, North Dakota",126,15,1429,235,0.160771704
0500000US38049,"McHenry County, North Dakota",361,64,4158,824,0.196503651
0500000US38051,"McIntosh County, North Dakota",160,55,2028,341,0.180987203
0500000US38053,"McKenzie County, North Dakota",1115,159,7603,1987,0.246157376
0500000US38055,"McLean County, North Dakota",580,85,6964,1428,0.200556734
0500000US38057,"Mercer County, North Dakota",597,101,6040,1307,0.212144041
0500000US38059,"Morton County, North Dakota",2357,383,21357,5613,0.25284642
0500000US38061,"Mountrail County, North Dakota",1032,17,6439,1324,0.179494044
0500000US38063,"Nelson County, North Dakota",183,36,2203,499,0.224224644
0500000US38065,"Oliver County, North Dakota",85,9,1311,245,0.181948424
0500000US38067,"Pembina County, North Dakota",451,85,5107,1040,0.202410939
0500000US38069,"Pierce County, North Dakota",305,125,3013,579,0.21217601
0500000US38071,"Ramsey County, North Dakota",985,109,7870,2058,0.244720497
0500000US38073,"Ransom County, North Dakota",373,50,3829,753,0.191099476
0500000US38075,"Renville County, North Dakota",166,9,1746,311,0.167364017
0500000US38077,"Richland County, North Dakota",2251,108,10575,2283,0.186418213
0500000US38079,"Rolette County, North Dakota",1339,47,8314,1660,0.176836217
0500000US38081,"Sargent County, North Dakota",299,28,2825,495,0.167413572
0500000US38083,"Sheridan County, North Dakota",81,3,1096,120,0.104502974
0500000US38085,"Sioux County, North Dakota",444,10,2370,385,0.140369581
0500000US38087,"Slope County, North Dakota",32,4,521,138,0.256781193
0500000US38089,"Stark County, North Dakota",2998,466,20068,4595,0.219413856
